idx,target,year,is_future,prefix
1334,disparage,1375,0,Et si acune de juvene age soit marié a tiel ou ele est desparagé. transl . If any female heir of tender years be married where she is
1335,dispensation,1607,0,"The private Judgment of any Person concerning a Law enacted..for the publick Good, does not take away the Obligation of that Law, nor deserve a"
1336,divine,1374,0,"Other..People take upon them to make farther..Improvements upon this Doctrine of the Cloven-foot, and treat it as a most significant Instrument of Satan's private Operation,..as Joseph is said to"
1337,doctorate,1577,0,"Hence rysen learned men in eche estate, Coonnyng in handy craft and facultie: And getten dignities of"
1338,doing,1387,0,"Mrs. Williams talks of coming home this week from Kingston, and then there will be merry"
1339,domesticate,1793,0,"Marriage is not simply an interesting and pleasing event, the honeymoon does not complete the business, and..the congratulations of neighbours and friends..will not make the pot boil nor"
1340,domesticate,1906,0,"Nebraska..permits domestication only by the corporations of another state or territory of the United States, thus excluding alien corporations from those that may"
1341,driving,1436,0,"Artificial swarming, the mode of proceeding for which varies according to the kind of hive in use. Considering, first, straw skeps, the common hive of the country, the operation to be pursued is known as ‘"
1342,dumping,1922,0,"After surgical removal of part of the stomach, patients sometimes suffer from attacks of sweating and flushing, weakness and occasionally fainting together with intestinal discomfort and explosive diarrhoea. These symptoms..are known as the"
1343,easement,1438,0,"In the night time, I haunted the Court yards with a Bulls peezle in my breeches, to belabour those who..went to the houses of"
1344,e-bike,1998,1,"The ugly bikes stayed on Copenhagen's streets until 2012, when the city replaced the old clunkers with a fleet of spiffy"
1345,eccentricity,1556,0,"Sith the centre of the greater circle is by A, and the centre of the lesser circle is by B, the distaunce betweene A and B is the quantitie of their"
1346,empiricism,1879,0,Maintaining..that the philosophical question as to the nature of space is really involved in the issues of the physio-psychological conflict between Nativism and
1347,empiricism,1879,0,Any putatively universal characteristic of human language which is to serve as evidence for nativism as against
1348,epidural,1882,0,"There are two layers of dura [in the spine] , an ectal (periosteal) and an ental (myelic), the interval between them constitutes an"
1349,equalization,1926,0,"At Schenectady it [ sc. a symphony concert broadcast] is received in the control room and again amplified, probably monitored as it comes in and equalized (compensation for frequency losses in a long land wire is termed ‘"
1350,exact,1592,0,Then followeth the drawing of such Instruments in forme..as the qualitie of the fact or contract
1351,exciting,1884,0,When the green mercury line is used for excitation it is found that..the fluorescent lines are made up of fine lines having a structure similar to the..absorption lines covered by the
1352,exciting,1884,0,"The initial velocity of the β-rays excited in matter by γ-rays is independent of the intensity of the γ-rays... On the other hand, the initial velocity is dependent on the hardness of the"
1353,expatriate,1818,0,Mr. Barnes said the Gordon estate sub-division would be one of several new area developments which would enable closer integration of Papuans and New Guineans and
1354,extrapolation,1872,0,It is a matter of great scientific importance to apprehend precisely how far we can interpolate or extend experimental results by
1355,facies,1854,0,"When a geological series or system is in one district composed chiefly of limestone and in another of clays and shales, it is usual to speak of these different types of deposit as different ‘"
1356,father,1556,0,"The report goes, that he was not the..author of it, but another did it, and gott him to"
1357,fighting,1860,0,"When the weight or pressure of the ventilating current of air in a mine becomes equal or nearly so in both the downcast and upcast shafts, and no appreciable movement is caused in the air,..the pit is said to be"
1358,figurative,1678,0,"If we suppose n to represent the side of a figurate number of any order, or which is the same, the exponent of any order, then 1, \(\displaystyle 1.n,\ 1.n.\ \frac{n\ +\ 1}{2},\ 1.n.\ \frac{n\ +\ 1}{2}.\frac{n\ +\ 2}{3},\ 1.n.\ \frac{n\ +\ 1}{2}.\frac{n\ +\ 2}{3}.\frac{n\ +\ 3}{4}\) , &c. will represent the first, second, third, fourth, fifth, &c."
1359,firewall,1578,0,Maybe he could use the moat to break through the wall of fire. He formed his paw into a flipper and scooped a splash..toward the
1360,fledge,1616,0,The Iuuenall (the Prince your Master) whose Chin is not yet fledg'd [1600
1361,fluent,1592,0,"At Namptwich they have one Pit within the Town, and two without, sufficient to serve the Fourth part of the Nation, the Bryne being so"
1362,flying,1877,0,"While upon the subject of cooking oysters, I will refer to a.. bonne-douche , which I think has been dignified with the name of ‘"
1363,foothill,1788,0,"In California, everything under two thousand feet high is called a hill; if it leads up to a mountain, a"
1364,formalism,1913,0,"On what grounds the conviction of the unassailable exactness of mathematical laws is based has for centuries been an object of philosophical research, and two points of view may here be distinguished, intuitionism (largely French) and"
1365,forwards,1528,0,"The Retrogressives look out of the back side of their head. Their natural, but now perverted instinct of advancement, urges them backwards, at it does other people"
1366,forwards,1528,0,The Young Entrepreneur of the Year award is about recognising those who have seized opportunities and have a passion for progress—two essential elements for businesses that want to keep moving
1367,founder,1734,0,Who..were or pretended to be possess'd of the same Ground as Taker of a Fore-field for an old
1368,framed,1565,0,"Under careful interrogation, the captives confirmed Cornwallis's defeat, although it was said that the local loyalists considered it a ‘"
1369,fuck,1663,0,She'd dance and she'd caper as wild as a Buck And told Tom the Tinker she would have some
1370,fume,1450,0,In some sixe dayes iourney doth consume Ten pounds in Suckets and the Indian
1371,functionary,1785,0,"The Minister shall give in to the National Assembly..a list of..the refusal of that oath by any, or every public"
1372,furrow,1330,0,"Heavy land is formed into narrow ridges, to allow the rain to flow quickly into the open"
1373,futility,1692,0,"If they [ sc. diversions] are futile and frivolous, it is time worse than lost, for they will give you an habit of"
1374,gardening,1481,0,"A most briefe and pleasaunte treatise, teachyng how to..set a garden..gathered oute of the principallest Aucthors which haue written of"
1375,gardening,1897,0,Fragments of grass and turf should be removed... The process of clearing the ground of débris is known to cricketers as ‘
1376,gatherer,1696,0,"There groweth then in the place of these four Foal-teeth which fell, four others which are called Nippers or"
