model,kind_model,target,technical,neighbor,flag_kind,neighbor_year,dating,target_len,brown_freq,rank
talkie-base,restricted,ivy,False,ivj,ORTHOGRAPHIC,,,3,9,1
talkie-base,restricted,ivy,False,lvy,DERIVATIONAL,,undated,3,9,1
talkie-base,restricted,jig,False,jigg,ORTHOGRAPHIC,,,3,8,1
talkie-base,restricted,juniper,False,jimiper,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,keel,False,keele,ORTHOGRAPHIC,,,4,6,2
talkie-base,restricted,keel,False,keeles,ORTHOGRAPHIC,,,4,6,2
talkie-base,restricted,keel,False,keelc,ORTHOGRAPHIC,,,4,6,2
talkie-base,restricted,keel,False,keell,ORTHOGRAPHIC,,,4,6,2
talkie-base,restricted,lade,False,loaden,ORTHOGRAPHIC,,,4,0,99
talkie-base,restricted,lash,False,lashcs,ORTHOGRAPHIC,,,4,6,3
talkie-base,restricted,lash,False,lashos,ORTHOGRAPHIC,,,4,6,3
talkie-base,restricted,lash,False,lashe,ORTHOGRAPHIC,,,4,6,2
talkie-base,restricted,lee,False,leel,ORTHOGRAPHIC,,,3,34,1
talkie-base,restricted,levee,False,levée,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,levee,False,leveé,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,levee,False,leyee,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lightness,False,lightnesse,ORTHOGRAPHIC,,,9,1,1
talkie-base,restricted,lignin,False,lignine,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,lignin,False,lignine,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,lignin,False,ligno,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,lignin,False,lignone,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,liposome,False,lipochromes,DERIVATIONAL,,undated,8,0,-1
talkie-base,restricted,liposome,False,lipo,DERIVATIONAL,,undated,8,0,-1
talkie-base,restricted,lira,False,lirah,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,livery,False,liverie,ORTHOGRAPHIC,,,6,5,1
talkie-base,restricted,livery,False,liveiy,ORTHOGRAPHIC,,,6,5,1
talkie-base,restricted,lotion,False,lixiuiation,DERIVATIONAL,,undated,6,8,1
talkie-base,restricted,lotion,False,levigation,DERIVATIONAL,,undated,6,8,1
talkie-base,restricted,lotion,False,folution,DERIVATIONAL,,undated,6,8,1
talkie-base,restricted,lotion,False,edulcoration,DERIVATIONAL,,undated,6,8,1
talkie-base,restricted,lowly,False,lowlie,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lowly,False,lowely,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lowly,False,lowlye,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lowly,False,lowlv,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lowly,False,lowl,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,lowly,False,lowlic,ORTHOGRAPHIC,,,5,1,1
talkie-base,restricted,membranous,False,membranaceous,DERIVATIONAL,,undated,10,0,3
talkie-base,restricted,micelle,False,micelles,ORTHOGRAPHIC,,,7,6,18
talkie-base,restricted,misplace,False,mifplaces,ORTHOGRAPHIC,,,8,0,72
talkie-base,restricted,misplace,False,misplaceth,ORTHOGRAPHIC,,,8,0,72
talkie-base,restricted,moraine,True,morain,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,moraine,True,morame,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,moraine,True,morainey,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,moralist,False,formalist,DERIVATIONAL,,undated,8,2,4
talkie-base,restricted,mouthful,False,mouthfull,ORTHOGRAPHIC,,,8,3,4
talkie-base,restricted,mouthful,False,mouthfuu,ORTHOGRAPHIC,,,8,3,4
talkie-base,restricted,muffin,False,muffineers,ORTHOGRAPHIC,,,6,0,9
talkie-base,restricted,mummy,False,mumm,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,mummy,False,mummv,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,mummy,False,mummj,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,mummy,False,mumm,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,mummy,False,mummie,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,mummy,False,mummv,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,muse,False,muſe,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,mufe,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,musc,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,musé,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,mufe,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,musc,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,muſe,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,muse,False,muso,ORTHOGRAPHIC,,,4,4,1
talkie-base,restricted,naught,False,noght,ORTHOGRAPHIC,,,6,2,6
talkie-base,restricted,naught,False,nouht,ORTHOGRAPHIC,,,6,2,6
talkie-base,restricted,naught,False,noughte,ORTHOGRAPHIC,,,6,2,6
talkie-base,restricted,naught,False,noughte,ORTHOGRAPHIC,,,6,2,2
talkie-base,restricted,naught,False,noght,ORTHOGRAPHIC,,,6,2,2
talkie-base,restricted,naught,False,naughte,ORTHOGRAPHIC,,,6,2,2
talkie-base,restricted,naught,False,nanght,ORTHOGRAPHIC,,,6,2,2
talkie-base,restricted,naught,False,noughr,ORTHOGRAPHIC,,,6,2,3
talkie-base,restricted,naught,False,nanght,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,nitrite,False,nitrites,ORTHOGRAPHIC,,,7,0,6
talkie-base,restricted,nitrite,False,nitriles,ORTHOGRAPHIC,,,7,0,6
talkie-base,restricted,nook,False,nookl,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,nook,False,nookf,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,nook,False,nookt,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,nook,False,nooki,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,ordinary,False,ordinar,ORTHOGRAPHIC,,,8,72,1
talkie-base,restricted,orgy,False,orgie,ORTHOGRAPHIC,,,4,1,1
talkie-base,restricted,ostrich,False,estrich,DERIVATIONAL,,undated,7,0,2
talkie-base,restricted,outcry,False,outcrye,ORTHOGRAPHIC,,,6,3,6
talkie-base,restricted,outcry,False,outcrye,ORTHOGRAPHIC,,,6,3,1
talkie-base,restricted,outcry,False,outery,ORTHOGRAPHIC,,,6,3,1
talkie-base,restricted,outcry,False,outcree,ORTHOGRAPHIC,,,6,3,1
talkie-base,restricted,outcry,False,oute,DERIVATIONAL,,undated,6,3,1
talkie-base,restricted,outcry,False,outcrey,ORTHOGRAPHIC,,,6,3,1
talkie-base,restricted,outcry,False,owtcry,ORTHOGRAPHIC,,,6,3,1
talkie-base,restricted,papillary,False,papillæ,ORTHOGRAPHIC,,,9,1,7
talkie-base,restricted,papillary,False,papille,DERIVATIONAL,,undated,9,1,7
talkie-base,restricted,papillary,False,papillce,DERIVATIONAL,,undated,9,1,7
talkie-base,restricted,papillary,False,papillas,ORTHOGRAPHIC,,,9,1,7
talkie-base,restricted,papyrus,False,papirus,ORTHOGRAPHIC,,,7,0,2
talkie-base,restricted,papyrus,False,papyr,ORTHOGRAPHIC,,,7,0,2
talkie-base,restricted,parasympathetic,False,craniosympathetic,DERIVATIONAL,,undated,15,8,1
talkie-base,restricted,parentage,False,sorrage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sororage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sorage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sorurage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sisterage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sortage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,sororrage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,parentage,False,soorage,DERIVATIONAL,,undated,9,2,-1
talkie-base,restricted,pawn,False,pawne,ORTHOGRAPHIC,,,4,2,5
talkie-base,restricted,payee,False,payée,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,peg,False,pegg,ORTHOGRAPHIC,,,3,4,2
talkie-base,restricted,perjury,False,peijury,ORTHOGRAPHIC,,,7,3,1
talkie-base,restricted,perusal,False,perufal,ORTHOGRAPHIC,,,7,2,1
talkie-base,restricted,perusal,False,peruſal,ORTHOGRAPHIC,,,7,2,1
talkie-base,restricted,pharmacology,True,pharmacognosy,DERIVATIONAL,,undated,12,0,1
talkie-base,restricted,pharmacology,True,pharmacodynamics,DERIVATIONAL,,undated,12,0,1
talkie-base,restricted,pharmacology,True,pharmacologia,ORTHOGRAPHIC,,,12,0,1
talkie-base,restricted,pickle,False,pickie,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pickle,False,pickl,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pickle,False,pickel,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pickle,False,picklo,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pickle,False,pickk,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pickle,False,pickla,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,pill,False,pille,ORTHOGRAPHIC,,,4,15,8
talkie-base,restricted,pill,False,pillen,ORTHOGRAPHIC,,,4,15,8
talkie-base,restricted,plane,False,meane,DERIVATIONAL,,undated,5,114,-1
talkie-base,restricted,plankton,False,plankion,ORTHOGRAPHIC,,,8,0,1
talkie-base,restricted,plating,False,platting,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,pluralist,False,pluralists,ORTHOGRAPHIC,,,9,0,61
talkie-base,restricted,pluralist,False,monadist,DERIVATIONAL,,undated,9,0,5
talkie-base,restricted,pomp,False,pompis,ORTHOGRAPHIC,,,4,1,-1
talkie-base,restricted,potash,False,potashes,ORTHOGRAPHIC,,,6,0,19
talkie-base,restricted,potash,False,potass,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,potash,False,pota,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,potash,False,potasli,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,potash,False,potas,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,potash,False,potass,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,potash,False,potasii,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,pox,False,poxe,ORTHOGRAPHIC,,,3,0,4
talkie-base,restricted,pox,False,poxe,ORTHOGRAPHIC,,,3,0,1
talkie-base,restricted,priming,False,superheating,DERIVATIONAL,,undated,7,2,1
talkie-base,restricted,priming,False,priminge,ORTHOGRAPHIC,,,7,2,3
talkie-base,restricted,privation,False,privative,ORTHOGRAPHIC,,,9,0,2
talkie-base,restricted,proving,False,provings,ORTHOGRAPHIC,,,7,5,2
talkie-base,restricted,proving,False,provers,DERIVATIONAL,,undated,7,5,2
talkie-base,restricted,proving,False,provinga,ORTHOGRAPHIC,,,7,5,2
talkie-base,restricted,puddle,False,mudde,DERIVATIONAL,,undated,6,1,14
talkie-base,restricted,pun,False,punj,ORTHOGRAPHIC,,,3,1,1
talkie-base,restricted,purge,False,purg,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,purgcy,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,purgt,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,purg,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,pwrge,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,purg,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,parge,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,pwrge,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,purge,False,purg,ORTHOGRAPHIC,,,5,2,1
talkie-base,restricted,pus,False,pns,ORTHOGRAPHIC,,,3,0,1
talkie-base,restricted,pus,False,pua,ORTHOGRAPHIC,,,3,0,1
talkie-base,restricted,quill,False,quil,ORTHOGRAPHIC,,,5,9,1
talkie-base,restricted,quill,False,quyll,ORTHOGRAPHIC,,,5,9,1
talkie-base,restricted,quill,False,quil,ORTHOGRAPHIC,,,5,9,1
talkie-base,restricted,quill,False,quilis,ORTHOGRAPHIC,,,5,9,47
talkie-base,restricted,quit,False,quitte,ORTHOGRAPHIC,,,4,15,18
talkie-base,restricted,quit,False,quitt,ORTHOGRAPHIC,,,4,15,1
talkie-base,restricted,quit,False,quitd,ORTHOGRAPHIC,,,4,15,1
talkie-base,restricted,quit,False,quyt,ORTHOGRAPHIC,,,4,15,1
talkie-base,restricted,quit,False,quité,ORTHOGRAPHIC,,,4,15,1
talkie-base,restricted,quit,False,quitte,ORTHOGRAPHIC,,,4,15,26
talkie-base,restricted,quit,False,quyt,ORTHOGRAPHIC,,,4,15,26
talkie-base,restricted,quit,False,quyt,ORTHOGRAPHIC,,,4,15,5
talkie-base,restricted,quit,False,quiete,ORTHOGRAPHIC,,,4,15,5
talkie-base,restricted,radium,False,pollonium,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,radium,False,pelopium,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,rave,False,raue,ORTHOGRAPHIC,,,4,0,2
talkie-base,restricted,rear,False,rar,ORTHOGRAPHIC,,,4,51,42
talkie-base,restricted,rebound,False,reſound,ORTHOGRAPHIC,,,7,2,1
talkie-base,restricted,rebuke,False,rebuk,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rebuke,False,rebnke,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rebuke,False,rehuke,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rebuke,False,rebake,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rebuke,False,rebiike,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rebuke,False,reduke,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rectus,False,directus,DERIVATIONAL,,undated,6,0,7
talkie-base,restricted,reductive,False,revulsive,DERIVATIONAL,,undated,9,0,-1
talkie-base,restricted,regal,False,regall,ORTHOGRAPHIC,,,5,2,27
talkie-base,restricted,relent,False,relenten,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relente,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relentz,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relentt,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relenthe,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relentr,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relentg,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,relentj,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,relent,False,repen,ORTHOGRAPHIC,,,6,0,3
talkie-base,restricted,render,False,rendei,ORTHOGRAPHIC,,,6,11,1
talkie-base,restricted,render,False,rendre,ORTHOGRAPHIC,,,6,11,1
talkie-base,restricted,render,False,reuder,ORTHOGRAPHIC,,,6,11,1
talkie-base,restricted,renegade,False,renegado,ORTHOGRAPHIC,,,8,0,20
talkie-base,restricted,repose,False,repos,ORTHOGRAPHIC,,,6,2,11
talkie-base,restricted,repose,False,reposde,ORTHOGRAPHIC,,,6,2,11
talkie-base,restricted,repose,False,reposd,ORTHOGRAPHIC,,,6,2,11
talkie-base,restricted,repose,False,repoſe,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,repose,False,repofe,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,repose,False,repoze,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,repose,False,reposc,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,repose,False,repoie,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,repugnant,False,contrariant,DERIVATIONAL,,undated,9,1,-1
talkie-base,restricted,responder,False,responders,ORTHOGRAPHIC,,,9,0,58
talkie-base,restricted,retainer,False,retriuer,ORTHOGRAPHIC,,,8,0,-1
talkie-base,restricted,retainer,False,detainer,DERIVATIONAL,,undated,8,0,18
talkie-base,restricted,reuse,False,remanufacture,DERIVATIONAL,,undated,5,0,14
talkie-base,restricted,rife,False,riue,ORTHOGRAPHIC,,,4,0,84
talkie-base,restricted,rife,False,riþe,ORTHOGRAPHIC,,,4,0,84
talkie-base,restricted,riser,False,risér,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,rosary,False,rofary,ORTHOGRAPHIC,,,6,0,2
talkie-base,restricted,rosary,False,roſary,ORTHOGRAPHIC,,,6,0,2
talkie-base,restricted,rote,False,roote,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,rote,False,rute,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,rote,False,roate,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,rounded,False,moulded,INFLECTION,,,7,15,1
talkie-base,restricted,rout,False,rowt,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,rout,False,routh,ORTHOGRAPHIC,,,4,0,1
talkie-base,restricted,rub,False,ruba,ORTHOGRAPHIC,,,3,6,4
talkie-base,restricted,rudely,False,radely,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rudely,False,ruddily,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rudely,False,rndely,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,rudely,False,radly,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,sacramental,False,sacramenta,ORTHOGRAPHIC,,,11,0,15
talkie-base,restricted,sacramental,False,sacramentals,ORTHOGRAPHIC,,,11,0,15
talkie-base,restricted,sap,False,saj,ORTHOGRAPHIC,,,3,1,1
talkie-base,restricted,scapula,False,scapule,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,scapula,False,scapulæ,ORTHOGRAPHIC,,,7,0,1
talkie-base,restricted,scorpion,False,scorpiones,ORTHOGRAPHIC,,,8,0,26
talkie-base,restricted,seeding,False,seede,DERIVATIONAL,,undated,7,0,6
talkie-base,restricted,sexist,False,sexualist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,sexist,False,sexologist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,sexist,False,womanist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,sexist,False,sextist,ORTHOGRAPHIC,,,6,0,2
talkie-base,restricted,sexist,False,bisexist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,sexist,False,femaleist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,sexist,False,genist,DERIVATIONAL,,undated,6,0,2
talkie-base,restricted,shine,False,ſhine,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,shine,False,shyne,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,shine,False,fhine,DERIVATIONAL,,undated,5,5,1
talkie-base,restricted,shooter,False,shootin,ORTHOGRAPHIC,,,7,4,24
talkie-base,restricted,shred,False,sprede,ORTHOGRAPHIC,,,5,3,-1
talkie-base,restricted,shred,False,threde,DERIVATIONAL,,undated,5,3,-1
talkie-base,restricted,silo,False,siloes,ORTHOGRAPHIC,,,4,1,6
talkie-base,restricted,slight,False,sligh,ORTHOGRAPHIC,,,6,53,37
talkie-base,restricted,slime,False,slimes,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,slime,False,slinie,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,slime,False,sliine,ORTHOGRAPHIC,,,5,0,1
talkie-base,restricted,slime,False,slimes,ORTHOGRAPHIC,,,5,0,3
talkie-base,restricted,smoothness,False,smoothnesse,ORTHOGRAPHIC,,,10,5,1
talkie-base,restricted,smoothness,False,smoothnes,ORTHOGRAPHIC,,,10,5,1
talkie-base,restricted,smoothness,False,smoothe,DERIVATIONAL,,undated,10,5,1
talkie-base,restricted,smoothness,False,smothnesse,ORTHOGRAPHIC,,,10,5,1
talkie-base,restricted,smoothness,False,smothnes,ORTHOGRAPHIC,,,10,5,1
talkie-base,restricted,snow,False,snowe,ORTHOGRAPHIC,,,4,59,1
talkie-base,restricted,snow,False,snew,ORTHOGRAPHIC,,,4,59,1
talkie-base,restricted,sojourn,False,ſojourn,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,sojoum,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,sojoum,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,sojurn,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,sojorn,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,sourn,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sojourn,False,soiourn,ORTHOGRAPHIC,,,7,5,1
talkie-base,restricted,sordid,False,sordes,ORTHOGRAPHIC,,,6,3,2
talkie-base,restricted,southerner,False,southemer,ORTHOGRAPHIC,,,10,8,1
talkie-base,restricted,southerner,False,southener,ORTHOGRAPHIC,,,10,8,1
talkie-base,restricted,spire,False,sprre,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,spire,False,ſpire,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,spire,False,spirc,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,spire,False,spyre,ORTHOGRAPHIC,,,5,5,1
talkie-base,restricted,spit,False,spitt,ORTHOGRAPHIC,,,4,11,1
talkie-base,restricted,spout,False,shoute,ORTHOGRAPHIC,,,5,1,95
talkie-base,restricted,spout,False,spoute,ORTHOGRAPHIC,,,5,1,95
talkie-base,restricted,stator,False,atator,DERIVATIONAL,,undated,6,1,1
talkie-base,restricted,stator,False,stato,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,stator,False,staior,ORTHOGRAPHIC,,,6,1,1
talkie-base,restricted,stead,False,sted,ORTHOGRAPHIC,,,5,4,2
talkie-base,restricted,stead,False,steade,ORTHOGRAPHIC,,,5,4,2
talkie-base,restricted,stead,False,steede,ORTHOGRAPHIC,,,5,4,3
talkie-base,restricted,stead,False,steade,ORTHOGRAPHIC,,,5,4,3
talkie-base,restricted,stead,False,ftead,DERIVATIONAL,,undated,5,4,1
talkie-base,restricted,stead,False,ſtead,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,stead,False,sted,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,stead,False,stcad,ORTHOGRAPHIC,,,5,4,1
talkie-base,restricted,stern,False,steere,ORTHOGRAPHIC,,,5,23,72
talkie-base,restricted,sternum,False,sternuni,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,sternum,False,sternuin,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,sternum,False,sternwm,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,sternum,False,sternmn,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,sternum,False,sternwn,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,sternum,False,sternurn,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,still,False,spille,ORTHOGRAPHIC,,,5,782,3
talkie-base,restricted,stint,False,ſtint,ORTHOGRAPHIC,,,5,6,1
talkie-base,restricted,stint,False,stynt,ORTHOGRAPHIC,,,5,6,1
talkie-base,restricted,stint,False,ftint,DERIVATIONAL,,undated,5,6,1
talkie-base,restricted,stipend,False,ſtipend,ORTHOGRAPHIC,,,7,0,25
talkie-base,restricted,stipend,False,ftipend,DERIVATIONAL,,undated,7,0,25
talkie-base,restricted,stipend,False,stipendes,ORTHOGRAPHIC,,,7,0,2
talkie-base,restricted,stirrup,False,stirup,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,stirrup,False,stirrap,ORTHOGRAPHIC,,,7,1,1
talkie-base,restricted,stoppage,False,stopples,INFLECTION,,,8,1,22
talkie-base,restricted,stopping,False,disbudding,INFLECTION,,,8,14,11
talkie-base,restricted,stub,False,stubbe,ORTHOGRAPHIC,,,4,3,3
talkie-base,restricted,stub,False,stubb,ORTHOGRAPHIC,,,4,3,3
talkie-base,restricted,stub,False,stube,ORTHOGRAPHIC,,,4,3,3
talkie-base,restricted,stub,False,stuble,ORTHOGRAPHIC,,,4,3,3
talkie-base,restricted,stupor,False,stupour,ORTHOGRAPHIC,,,6,4,1
talkie-base,restricted,stupor,False,stuper,ORTHOGRAPHIC,,,6,4,1
talkie-base,restricted,subjectively,False,substantively,DERIVATIONAL,,undated,12,6,1
talkie-base,restricted,sulcus,False,sulci,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,supple,False,supples,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,supple,False,ſupple,ORTHOGRAPHIC,,,6,0,1
talkie-base,restricted,supple,False,fupple,DERIVATIONAL,,undated,6,0,1
talkie-base,restricted,swerve,False,sterve,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,swerve,False,smerte,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,swerve,False,kerve,DERIVATIONAL,,undated,6,2,1
talkie-base,restricted,swerve,False,stere,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,swerve,False,sterre,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,swerve,False,sterte,ORTHOGRAPHIC,,,6,2,1
talkie-base,restricted,swerve,False,swarved,ORTHOGRAPHIC,,,6,2,88
talkie-base,restricted,syllogism,False,syllogizing,INFLECTION,,,9,0,1
talkie-base,restricted,synapsis,False,syndesis,ORTHOGRAPHIC,,,8,0,1
talkie-base,restricted,tackle,False,tacklinge,DERIVATIONAL,,undated,6,10,2
talkie-base,restricted,ternary,False,trinary,ORTHOGRAPHIC,,,7,0,2
talkie-base,restricted,throttle,False,throatle,ORTHOGRAPHIC,,,8,6,1
talkie-base,restricted,throttle,False,grottle,DERIVATIONAL,,undated,8,6,1
talkie-base,restricted,throttle,False,throtle,ORTHOGRAPHIC,,,8,6,1
talkie-base,restricted,throttle,False,throttie,ORTHOGRAPHIC,,,8,6,1
talkie-base,restricted,tine,False,tene,ORTHOGRAPHIC,,,4,0,2
talkie-base,restricted,trafficking,False,duffing,INFLECTION,,,11,0,89
